Timestamp,BMP280 Pressure (hPa),AHT10 Temperature (°C),AHT10 Humidity (%)
2024-06-22 16:11:17,852.05,21.72,79.90
2024-06-22 16:11:22,852.05,21.72,79.90
2024-06-22 16:11:27,852.05,21.72,79.90
2024-06-22 16:11:32,852.05,21.72,79.90
2024-06-22 16:11:37,852.05,21.72,79.90
2024-06-22 16:11:42,852.05,21.72,79.90
2024-06-22 16:11:47,852.05,21.72,79.90
2024-06-22 16:11:52,852.05,21.72,79.90
2024-06-22 16:11:57,852.05,21.72,79.90
2024-06-22 16:12:02,852.05,21.72,79.90
2024-06-22 16:12:07,852.05,21.72,79.90
2024-06-22 16:12:12,852.05,21.72,79.90
2024-06-22 16:12:17,852.05,21.72,79.90
2024-06-22 16:12:22,852.05,21.72,79.90
2024-06-22 16:12:27,852.05,21.72,79.90
2024-06-22 16:12:32,852.05,21.72,79.90
2024-06-22 16:12:37,852.05,21.72,79.90
2024-06-22 16:12:42,852.05,21.72,79.90
2024-06-22 16:12:47,852.05,21.72,79.90
2024-06-22 16:12:52,852.05,21.72,79.90
2024-06-22 16:12:57,852.05,21.72,79.90
2024-06-22 16:13:02,852.05,21.72,79.90
2024-06-22 16:13:07,852.05,21.72,79.90
2024-06-22 16:13:12,852.05,21.72,79.90
2024-06-22 16:13:17,852.05,21.72,79.90
2024-06-22 16:13:22,852.05,21.72,79.90
2024-06-22 16:13:27,852.05,21.72,79.90
2024-06-22 16:13:32,852.05,21.72,79.90
2024-06-22 16:13:37,852.05,21.72,79.90
2024-06-22 16:13:42,852.05,21.72,79.90
2024-06-22 16:13:47,852.05,21.72,79.90
2024-06-22 16:13:52,852.05,21.72,79.90
2024-06-22 16:13:57,852.05,21.72,79.90
2024-06-22 16:14:02,852.05,21.72,79.90
2024-06-22 16:14:07,852.05,21.72,79.90
2024-06-22 16:14:12,852.05,21.72,79.90
2024-06-22 16:14:17,852.05,21.72,79.90
2024-06-22 16:14:22,852.05,21.72,79.90
2024-06-22 16:14:27,852.05,21.72,79.90
2024-06-22 16:14:32,852.05,21.72,79.90
2024-06-22 16:14:37,852.05,21.72,79.90
2024-06-22 16:14:42,852.05,21.72,79.90
2024-06-22 16:14:47,852.05,21.72,79.90
2024-06-22 16:14:52,852.05,21.72,79.90
2024-06-22 16:14:57,852.05,21.72,79.90
2024-06-22 16:15:02,852.05,21.72,79.90
2024-06-22 16:15:07,852.05,21.72,79.90
2024-06-22 16:15:12,852.05,21.72,79.90
2024-06-22 16:15:17,852.05,21.72,79.90
2024-06-22 16:15:22,852.05,21.72,79.90
2024-06-22 16:15:27,852.05,21.72,79.90
2024-06-22 16:15:32,852.05,21.72,79.90
2024-06-22 16:15:37,852.05,21.72,79.90
2024-06-22 16:15:42,852.05,21.72,79.90
2024-06-22 16:15:47,852.05,21.72,79.90
2024-06-22 16:15:52,852.05,21.72,79.90
2024-06-22 16:15:57,852.05,21.72,79.90
2024-06-22 16:16:02,852.05,21.72,79.90
2024-06-22 16:16:07,852.05,21.72,79.90
2024-06-22 16:16:12,852.05,21.72,79.90
2024-06-22 16:16:17,852.05,21.72,79.90
2024-06-22 16:16:22,852.05,21.72,79.90
2024-06-22 16:16:27,852.05,21.72,79.90
2024-06-22 16:16:32,852.05,21.72,79.90
2024-06-22 16:16:37,852.05,21.72,79.90
2024-06-22 16:16:42,852.05,21.72,79.90
2024-06-22 16:16:47,852.05,21.72,79.90
2024-06-22 16:16:52,852.05,21.72,79.90
2024-06-22 16:16:57,852.05,21.72,79.90
2024-06-22 16:17:02,852.05,21.72,79.90
2024-06-22 16:17:07,852.05,21.72,79.90
2024-06-22 16:17:12,852.05,21.72,79.90
2024-06-22 16:17:17,852.05,21.72,79.90
2024-06-22 16:17:22,852.05,21.72,79.90
2024-06-22 16:17:27,852.05,21.72,79.90
2024-06-22 16:17:32,852.05,21.72,79.90
2024-06-22 16:17:37,852.05,21.72,79.90
2024-06-22 16:17:42,852.05,21.72,79.90
2024-06-22 16:17:47,852.05,21.72,79.90
2024-06-22 16:17:52,852.05,21.72,79.90
2024-06-22 16:17:57,852.05,21.72,79.90
2024-06-22 16:18:02,852.05,21.72,79.90
2024-06-22 16:18:07,852.05,21.72,79.90
2024-06-22 16:18:12,852.05,21.72,79.90
2024-06-22 16:18:17,852.05,21.72,79.90
2024-06-22 16:18:22,852.05,21.72,79.90
2024-06-22 16:18:27,852.05,21.72,79.90
2024-06-22 16:18:32,852.05,21.72,79.90
2024-06-22 16:18:37,852.05,21.72,79.90
2024-06-22 16:18:42,852.05,21.72,79.90
2024-06-22 16:18:47,852.05,21.72,79.90
2024-06-22 16:18:52,852.05,21.72,79.90
2024-06-22 16:18:57,852.05,21.72,79.90
2024-06-22 16:19:02,852.05,21.72,79.90
2024-06-22 16:19:07,852.05,21.72,79.90
2024-06-22 16:19:12,852.05,21.72,79.90
2024-06-22 16:19:17,852.05,21.72,79.90
2024-06-22 16:19:22,852.05,21.72,79.90
2024-06-22 16:19:27,852.05,21.72,79.90
2024-06-22 16:19:32,852.05,21.72,79.90
2024-06-22 16:19:37,852.05,21.72,79.90
2024-06-22 16:19:42,852.05,21.72,79.90
2024-06-22 16:19:47,852.05,21.72,79.90
2024-06-22 16:19:52,852.05,21.72,79.90
2024-06-22 16:19:57,852.05,21.72,79.90
2024-06-22 16:20:02,852.05,21.72,79.90
2024-06-22 16:20:07,852.05,21.72,79.90
2024-06-22 16:20:12,852.05,21.72,79.90
2024-06-22 16:20:17,852.05,21.72,79.90
2024-06-22 16:20:22,852.05,21.72,79.90
2024-06-22 16:20:27,852.05,21.72,79.90
2024-06-22 16:20:32,852.05,21.72,79.90
2024-06-22 16:20:37,852.05,21.72,79.90
2024-06-22 16:20:42,852.05,21.72,79.90
2024-06-22 16:20:47,852.05,21.72,79.90
2024-06-22 16:20:52,852.05,21.72,79.90
2024-06-22 16:20:57,852.05,21.72,79.90
2024-06-22 16:21:02,852.05,21.72,79.90
2024-06-22 16:21:07,852.05,21.72,79.90
2024-06-22 16:21:12,852.05,21.72,79.90
2024-06-22 16:21:17,852.05,21.72,79.90
2024-06-22 16:21:22,852.05,21.72,79.90
2024-06-22 16:21:27,852.05,21.72,79.90
2024-06-22 16:21:32,852.05,21.72,79.90
2024-06-22 16:21:37,852.05,21.72,79.90
2024-06-22 16:21:42,852.05,21.72,79.90
2024-06-22 16:21:47,852.05,21.72,79.90
2024-06-22 16:21:52,852.05,21.72,79.90
2024-06-22 16:21:57,852.05,21.72,79.90
2024-06-22 16:22:02,852.05,21.72,79.90
2024-06-22 16:22:07,852.05,21.72,79.90
2024-06-22 16:22:12,852.05,21.72,79.90
2024-06-22 16:22:17,852.05,21.72,79.90
2024-06-22 16:22:22,852.05,21.72,79.90
2024-06-22 16:22:27,852.05,21.72,79.90
2024-06-22 16:22:32,852.05,21.72,79.90
2024-06-22 16:22:37,852.05,21.72,79.90
2024-06-22 16:22:42,852.05,21.72,79.90
2024-06-22 16:22:47,852.05,21.72,79.90
2024-06-22 16:22:52,852.05,21.72,79.90
2024-06-22 16:22:57,852.05,21.72,79.90
2024-06-22 16:23:02,852.05,21.72,79.90
2024-06-22 16:23:07,852.05,21.72,79.90
2024-06-22 16:23:12,852.05,21.72,79.90
2024-06-22 16:23:17,852.05,21.72,79.90
2024-06-22 16:23:22,852.05,21.72,79.90
2024-06-22 16:23:27,852.05,21.72,79.90
2024-06-22 16:23:32,852.05,21.72,79.90
2024-06-22 16:23:37,852.05,21.72,79.90
2024-06-22 16:23:42,852.05,21.72,79.90
2024-06-22 16:23:47,852.05,21.72,79.90
2024-06-22 16:23:52,852.05,21.72,79.90
2024-06-22 16:23:57,852.05,21.72,79.90
2024-06-22 16:24:02,852.05,21.72,79.90
2024-06-22 16:24:07,852.05,21.72,79.90
2024-06-22 16:24:12,852.05,21.72,79.90
2024-06-22 16:24:17,852.05,21.72,79.90
2024-06-22 16:24:22,852.05,21.72,79.90
2024-06-22 16:24:27,852.05,21.72,79.90
2024-06-22 16:24:32,852.05,21.72,79.90
2024-06-22 16:24:37,852.05,21.72,79.90
2024-06-22 16:24:42,852.05,21.72,79.90
2024-06-22 16:24:47,852.05,21.72,79.90
2024-06-22 16:24:52,852.05,21.72,79.90
2024-06-22 16:24:57,852.05,21.72,79.90
2024-06-22 16:25:02,852.05,21.72,79.90
2024-06-22 16:25:07,852.05,21.72,79.90
2024-06-22 16:25:12,852.05,21.72,79.90
2024-06-22 16:25:17,852.05,21.72,79.90
2024-06-22 16:25:22,852.05,21.72,79.90
2024-06-22 16:25:27,852.05,21.72,79.90
2024-06-22 16:25:32,852.05,21.72,79.90
2024-06-22 16:25:37,852.05,21.72,79.90
2024-06-22 16:25:42,852.05,21.72,79.90
2024-06-22 16:25:47,852.05,21.72,79.90
2024-06-22 16:25:52,852.05,21.72,79.90
2024-06-22 16:25:57,852.05,21.72,79.90
2024-06-22 16:26:02,852.05,21.72,79.90
2024-06-22 16:26:07,852.05,21.72,79.90
2024-06-22 16:26:12,852.05,21.72,79.90
2024-06-22 16:26:17,852.05,21.72,79.90
2024-06-22 16:26:22,852.05,21.72,79.90
2024-06-22 16:26:27,852.05,21.72,79.90
2024-06-22 16:26:32,852.05,21.72,79.90
2024-06-22 16:26:37,852.05,21.72,79.90
2024-06-22 16:26:42,852.05,21.72,79.90
2024-06-22 16:26:47,852.05,21.72,79.90
2024-06-22 16:26:52,852.05,21.72,79.90
2024-06-22 16:26:57,852.05,21.72,79.90
2024-06-22 16:27:02,852.05,21.72,79.90
2024-06-22 16:27:07,852.05,21.72,79.90
2024-06-22 16:27:12,852.05,21.72,79.90
2024-06-22 16:27:17,852.05,21.72,79.90
2024-06-22 16:27:22,852.05,21.72,79.90
2024-06-22 16:27:27,852.05,21.72,79.90
2024-06-22 16:27:32,852.05,21.72,79.90
2024-06-22 16:27:37,852.05,21.72,79.90
2024-06-22 16:27:42,852.05,21.72,79.90
2024-06-22 16:27:47,852.05,21.72,79.90
2024-06-22 16:27:52,852.05,21.72,79.90
2024-06-22 16:27:57,852.05,21.72,79.90
2024-06-22 16:28:02,852.05,21.72,79.90
2024-06-22 16:28:07,852.05,21.72,79.90
2024-06-22 16:28:12,852.05,21.72,79.90
2024-06-22 16:28:17,852.05,21.72,79.90
2024-06-22 16:28:22,852.05,21.72,79.90
2024-06-22 16:28:27,852.05,21.72,79.90
2024-06-22 16:28:32,852.05,21.72,79.90
2024-06-22 16:28:37,852.05,21.72,79.90
2024-06-22 16:28:42,852.05,21.72,79.90
2024-06-22 16:28:47,852.05,21.72,79.90
2024-06-22 16:28:52,852.05,21.72,79.90
2024-06-22 16:28:57,852.05,21.72,79.90
2024-06-22 16:29:02,852.05,21.72,79.90
2024-06-22 16:29:07,852.05,21.72,79.90
2024-06-22 16:29:12,852.05,21.72,79.90
2024-06-22 16:29:17,852.05,21.72,79.90
2024-06-22 16:29:22,852.05,21.72,79.90
2024-06-22 16:29:27,852.05,21.72,79.90
2024-06-22 16:29:32,852.05,21.72,79.90
2024-06-22 16:29:37,852.05,21.72,79.90
2024-06-22 16:29:42,852.05,21.72,79.90
2024-06-22 16:29:47,852.05,21.72,79.90
2024-06-22 16:29:52,852.05,21.72,79.90
2024-06-22 16:29:57,852.05,21.72,79.90
2024-06-22 16:30:02,852.05,21.72,79.90
2024-06-22 16:30:07,852.05,21.72,79.90
2024-06-22 16:30:12,852.05,21.72,79.90
2024-06-22 16:30:17,852.05,21.72,79.90
2024-06-22 16:30:22,852.05,21.72,79.90
2024-06-22 16:30:27,852.05,21.72,79.90
2024-06-22 16:30:32,852.05,21.72,79.90
2024-06-22 16:30:37,852.05,21.72,79.90
2024-06-22 16:30:42,852.05,21.72,79.90
2024-06-22 16:30:47,852.05,21.72,79.90
2024-06-22 16:30:52,852.05,21.72,79.90
2024-06-22 16:30:57,852.05,21.72,79.90
2024-06-22 16:31:02,852.05,21.72,79.90
2024-06-22 16:31:07,852.05,21.72,79.90
2024-06-22 16:31:12,852.05,21.72,79.90
2024-06-22 16:31:17,852.05,21.72,79.90
2024-06-22 16:31:22,852.05,21.72,79.90
2024-06-22 16:31:27,852.05,21.72,79.90
2024-06-22 16:31:32,852.05,21.72,79.90
2024-06-22 16:31:37,852.05,21.72,79.90
2024-06-22 16:31:42,852.05,21.72,79.90
2024-06-22 16:31:47,852.05,21.72,79.90
2024-06-22 16:31:52,852.05,21.72,79.90
2024-06-22 16:31:57,852.05,21.72,79.90
2024-06-22 16:32:02,852.05,21.72,79.90
2024-06-22 16:32:07,852.05,21.72,79.90
2024-06-22 16:32:12,852.05,21.72,79.90
2024-06-22 16:32:17,852.05,21.72,79.90
2024-06-22 16:32:22,852.05,21.72,79.90
2024-06-22 16:32:27,852.05,21.72,79.90
2024-06-22 16:32:32,852.05,21.72,79.90
2024-06-22 16:32:37,852.05,21.72,79.90
2024-06-22 16:32:42,852.05,21.72,79.90
2024-06-22 16:32:47,852.05,21.72,79.90
2024-06-22 16:32:52,852.05,21.72,79.90
2024-06-22 16:32:57,852.05,21.72,79.90
2024-06-22 16:33:02,852.05,21.72,79.90
2024-06-22 16:33:07,852.05,21.72,79.90
2024-06-22 16:33:12,852.05,21.72,79.90
2024-06-22 16:33:17,852.05,21.72,79.90
2024-06-22 16:33:22,852.05,21.72,79.90
2024-06-22 16:33:27,852.05,21.72,79.90
2024-06-22 16:33:32,852.05,21.72,79.90
2024-06-22 16:33:37,852.05,21.72,79.90
2024-06-22 16:33:42,852.05,21.72,79.90
2024-06-22 16:33:47,852.05,21.72,79.90
2024-06-22 16:33:52,852.05,21.72,79.90
2024-06-22 16:33:57,852.05,21.72,79.90
2024-06-22 16:34:02,852.05,21.72,79.90
2024-06-22 16:34:07,852.05,21.72,79.90
2024-06-22 16:34:12,852.05,21.72,79.90
2024-06-22 16:34:17,852.05,21.72,79.90
2024-06-22 16:34:22,852.05,21.72,79.90
2024-06-22 16:34:27,852.05,21.72,79.90
2024-06-22 16:34:32,852.05,21.72,79.90
2024-06-22 16:34:37,852.05,21.72,79.90
2024-06-22 16:34:42,852.05,21.72,79.90
2024-06-22 16:34:47,852.05,21.72,79.90
2024-06-22 16:34:52,852.05,21.72,79.90
2024-06-22 16:34:57,852.05,21.72,79.90
2024-06-22 16:35:02,852.05,21.72,79.90
2024-06-22 16:35:07,852.05,21.72,79.90
2024-06-22 16:35:12,852.05,21.72,79.90
2024-06-22 16:35:17,852.05,21.72,79.90
2024-06-22 16:35:22,852.05,21.72,79.90
2024-06-22 16:35:27,852.05,21.72,79.90
2024-06-22 16:35:32,852.05,21.72,79.90
2024-06-22 16:35:37,852.05,21.72,79.90
2024-06-22 16:35:42,852.05,21.72,79.90
2024-06-22 16:35:47,852.05,21.72,79.90
2024-06-22 16:35:52,852.05,21.72,79.90
2024-06-22 16:35:57,852.05,21.72,79.90
2024-06-22 16:36:02,852.05,21.72,79.90
2024-06-22 16:36:07,852.05,21.72,79.90
2024-06-22 16:36:12,852.05,21.72,79.90
2024-06-22 16:36:17,852.05,21.72,79.90
2024-06-22 16:36:22,852.05,21.72,79.90
2024-06-22 16:36:27,852.05,21.72,79.90
2024-06-22 16:36:32,852.05,21.72,79.90
2024-06-22 16:36:37,852.05,21.72,79.90
2024-06-22 16:36:42,852.05,21.72,79.90
2024-06-22 16:36:47,852.05,21.72,79.90
2024-06-22 16:36:52,852.05,21.72,79.90
2024-06-22 16:36:57,852.05,21.72,79.90
2024-06-22 16:37:02,852.05,21.72,79.90
2024-06-22 16:37:07,852.05,21.72,79.90
2024-06-22 16:37:12,852.05,21.72,79.90
2024-06-22 16:37:17,852.05,21.72,79.90
2024-06-22 16:37:22,852.05,21.72,79.90
2024-06-22 16:37:27,852.05,21.72,79.90
2024-06-22 16:37:32,852.05,21.72,79.90
2024-06-22 16:37:37,852.05,21.72,79.90
2024-06-22 16:37:42,852.05,21.72,79.90
2024-06-22 16:37:47,852.05,21.72,79.90
2024-06-22 16:37:52,852.05,21.72,79.90
2024-06-22 16:37:57,852.05,21.72,79.90
2024-06-22 16:38:02,852.05,21.72,79.90
2024-06-22 16:38:07,852.05,21.72,79.90
2024-06-22 16:38:12,852.05,21.72,79.90
2024-06-22 16:38:17,852.05,21.72,79.90
2024-06-22 16:38:22,852.05,21.72,79.90
2024-06-22 16:38:27,852.05,21.72,79.90
2024-06-22 16:38:32,852.05,21.72,79.90
2024-06-22 16:38:37,852.05,21.72,79.90
2024-06-22 16:38:42,852.05,21.72,79.90
2024-06-22 16:38:47,852.05,21.72,79.90
2024-06-22 16:38:52,852.05,21.72,79.90
2024-06-22 16:38:57,852.05,21.72,79.90
2024-06-22 16:39:02,852.05,21.72,79.90
2024-06-22 16:39:07,852.05,21.72,79.90
2024-06-22 16:39:12,852.05,21.72,79.90
2024-06-22 16:39:17,852.05,21.72,79.90
2024-06-22 16:39:22,852.05,21.72,79.90
2024-06-22 16:39:27,852.05,21.72,79.90
2024-06-22 16:39:32,852.05,21.72,79.90
2024-06-22 16:39:37,852.05,21.72,79.90
2024-06-22 16:39:42,852.05,21.72,79.90
2024-06-22 16:39:47,852.05,21.72,79.90
2024-06-22 16:39:52,852.05,21.72,79.90
2024-06-22 16:39:57,852.05,21.72,79.90
2024-06-22 16:40:02,852.05,21.72,79.90
2024-06-22 16:40:07,852.05,21.72,79.90
2024-06-22 16:40:12,852.05,21.72,79.90
2024-06-22 16:40:17,852.05,21.72,79.90
2024-06-22 16:40:22,852.05,21.72,79.90
2024-06-22 16:40:27,852.05,21.72,79.90
2024-06-22 16:40:32,852.05,21.72,79.90
2024-06-22 16:40:37,852.05,21.72,79.90
2024-06-22 16:40:42,852.05,21.72,79.90
2024-06-22 16:40:47,852.05,21.72,79.90
2024-06-22 16:40:52,852.05,21.72,79.90
2024-06-22 16:40:57,852.05,21.72,79.90
2024-06-22 16:41:02,852.05,21.72,79.90
2024-06-22 16:41:07,852.05,21.72,79.90
2024-06-22 16:41:12,852.05,21.72,79.90
2024-06-22 16:41:17,852.05,21.72,79.90
2024-06-22 16:41:22,852.05,21.72,79.90
2024-06-22 16:41:27,852.05,21.72,79.90
2024-06-22 16:41:32,852.05,21.72,79.90
2024-06-22 16:41:37,852.05,21.72,79.90
2024-06-22 16:41:42,852.05,21.72,79.90
2024-06-22 16:41:47,852.05,21.72,79.90
2024-06-22 16:41:52,852.05,21.72,79.90
2024-06-22 16:41:57,852.05,21.72,79.90
2024-06-22 16:42:02,852.05,21.72,79.90
2024-06-22 16:42:07,852.05,21.72,79.90
2024-06-22 16:42:12,852.05,21.72,79.90
2024-06-22 16:42:17,852.05,21.72,79.90
2024-06-22 16:42:22,852.05,21.72,79.90
2024-06-22 16:42:27,852.05,21.72,79.90
2024-06-22 16:42:32,852.05,21.72,79.90
2024-06-22 16:42:37,852.05,21.72,79.90
